Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20090417X91001,Accident,CEN09LA252,2009-04-08,"Gulf of Mexico, TX",United States,031317N,0973346W,GLS,Scholes International Airport,Non-Fatal,Substantial,Helicopter,N309CH,BELL,222B,No,2.0,Turbo Shaft,135,NSCH,Personal,CENTRAL HELICOPTER SERVICE INC,0.0,0.0,0.0,5.0,VMC,Landing,The pilot's failure to maintain clearance from obstructions while landing on a shipboard helipad.,25-09-2020
20090410X73921,Accident,ANC09LA030,2009-04-10,"Nunapitchuk, AK",United States,605422N,1622626W,16A,Nunapitchuk,Non-Fatal,Substantial,Airplane,N43551,PIPER,PA-32-300,No,1.0,Reciprocating,135,NSCH,Personal,J P AIR SERVICE LLC,0.0,0.0,0.0,1.0,VMC,Landing,The pilot's failure to maintain sufficient airspeed to avoid a stall during the landing approach.,25-09-2020
20090420X32315,Accident,ERA09WA253,2009-04-17,"Canaima, Venezuela",Venezuela,006120N,0062510W,SVCN,Aerodromo De Canaima,Fatal,Substantial,Airplane,YV1181,CESSNA,208,No,1.0,Turbo Fan,NUSC,NSCH,Personal,Linea Turistica Aerotuy Lta,1.0,5.0,6.0,0.0,VMC,Landing,None.,03-11-2020
20090421X81417,Accident,CEN09LA256,2009-04-18,"McAllen, TX",United States,261020N,0981411W,KMFE,McAllen Miller International,Non-Fatal,Substantial,Airplane,N27722,BOEING,737-724,No,2.0,Turbo Jet,121,SCHD,Personal,CONTINENTAL AIRLINES INC,0.0,3.0,1.0,105.0,VMC,Landing,The injured passenger's failure to comply with the requirement to remain seated with a fastened seatbelt.,25-09-2020
20090422X00452,Accident,WPR09FA212,2009-04-20,"Moab, UT",United States,384517N,1094517W,CNY,Canyonlands Field Airport,Non-Fatal,Substantial,Airplane,N367N,CESSNA,T210L,No,1.0,Reciprocating,135,NSCH,Personal,Arrow West Aviation Inc,0.0,0.0,0.0,6.0,VMC,Landing,The pilot's failure to lower the landing gear prior to landing.  Contributing to the accident was the pilot's self-induced distraction by maneuvering on final to show a point of interest to passengers.,25-09-2020
20090424X50554,Accident,DCA09FA045,2009-04-20,"New York, NY",United States,404457N,0735958W,KJFK,John F. Kennedy International,Non-Fatal,Substantial,Airplane,CN-RNT,BOEING,767,No,2.0,Turbo Fan,129,SCHD,Personal,ROYAL AIR MAROC,0.0,0.0,0.0,220.0,VMC,Landing,"The first officers input of full nose down elevator at touchdown.
Contributing to the accident was the gusty wind conditions.",25-09-2020
20090422X95319,Accident,WPR09LA211,2009-04-21,"Phoenix, AZ",United States,033263N,0112041W,PHX,Phoenix Sky Harbor Internation,Non-Fatal,Substantial,Airplane,N449YV,DE HAVILLAND,DHC-8,No,2.0,Turbo Prop,121,SCHD,Personal,Mesa Airlines,0.0,0.0,0.0,17.0,VMC,Landing,The failure of ramp personnel and the flight crew to maintain clearance from ground equipment while taxiing. Contributing to the accident was the improper positioning of the ground equipment.,25-09-2020
20090426X54652,Accident,ERA09LA266,2009-04-26,"San Juan, PR",United States,182622N,0006607W,TJSJ,Luis Munoz Marin International,Non-Fatal,Substantial,Airplane,N136FS,DOUGLAS,DC3,No,2.0,Reciprocating,135,NSCH,Personal,Four Star Aviation Inc,0.0,0.0,0.0,4.0,VMC,Landing,"Worn electrical wires and a fuel pressure indicating system hose, which resulted in a ground fire during taxi.",25-09-2020
20090427X02120,Incident,ERA09IA267,2009-04-27,"Nantucket, MA",United States,411510N,0070336W,ACK,Nantucket Memo Airport,Non-Fatal,Minor,Airplane,N769EA,CESSNA,402C,No,2.0,Reciprocating,135,SCHD,Personal,Hyannis Air Services Inc,0.0,0.0,0.0,9.0,VMC,Landing,Installation of an improper bearing in the landing gear actuator.,25-09-2020
20090505X04553,Accident,DCA09FA047,2009-05-04,"Denver, CO",United States,039450N,1045957W,KDEN,Denver International,Non-Fatal,Substantial,Airplane,N311US,AIRBUS,A320,No,2.0,Turbo Fan,121,SCHD,Personal,NORTHWEST AIRLINES INC,0.0,4.0,0.0,150.0,VMC,Landing,"The first officers excessive pitch-up of the airplane while landing with a tailwind, which resulted in a tailstrike following a bounced landing. Contributing to the bounced landing were a high descent rate and excessive thrust resulting from the first officers delay in retarding the thrust levers to idle, thereby providing residual thrust and preventing spoiler deployment.",25-09-2020
20090506X83403,Accident,ANC09LA038,2009-05-06,"Bethel, AK",United States,604628N,1615027W,PABE,Bethel Airport,Non-Fatal,Substantial,Airplane,N629SP,CESSNA,TU206,No,1.0,Reciprocating,135,NSCH,Personal,ALASKA SCENIC AIR LLC,0.0,1.0,0.0,0.0,VMC,Landing,"The pilots failure to remove visible frost from the wings during the preflight inspection, and his failure to maintain adequate airspeed to avoid a stall. Contributing to the accident were conditions conducive to structural icing/frost.",25-09-2020
20090507X00926,Accident,DCA09FA048,2009-05-06,"Baltimore, MD",United States,391721N,0763711W,KBWI,Baltimore,Non-Fatal,Substantial,Airplane,N139WA,BOEING,DC-10,No,3.0,Turbo Fan,121,NSCH,Personal,World Airways,0.0,11.0,1.0,168.0,VMC,Landing,"the captains inappropriate control inputs following a firm landing, resulting in two hard nose-gear impacts before executing a go-around.  

Contributing to the inappropriate control inputs was the captains fatigue and physical discomfort; and a possible lack of practical consolidation of skills and experience due to a protracted and fragmented training period.",25-09-2020
20090511X50332,Accident,ERA09WA286,2009-05-10,"Malyshkino, Russia",Russia,005270N,0104590E,UIII,Irkutsk,Fatal,Substantial,Helicopter,RA-01895AO,BELL,407,No,2.0,Turbo Fan,NUSC,NSCH,Personal,Unknown,9.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,25-09-2020
20090513X31333,Incident,CEN09IA294,2009-05-13,"Houston, TX",United States,293826N,0951626W,HOU,William P. Hobby Airport,Non-Fatal,Minor,Airplane,N371SW,BOEING,737,No,2.0,Turbo Fan,121,SCHD,Personal,SOUTHWEST AIRLINES CO,0.0,2.0,0.0,51.0,VMC,Landing,"The pilot's inadvertent application of excessive braking after touchdown, which caused the right wheels to lock and several tires to blow and resulted in a subsequent brake fire.",25-09-2020
20090518X50119,Accident,ANC09LA042,2009-05-16,"Wasilla, AK",United States,613417N,1492813W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N7440P,PIPER,PA-24-250,No,1.0,Reciprocating,091,NSCH,Personal,BRUCE W. CHRISTIE,0.0,0.0,0.0,1.0,VMC,Landing,"A loss of engine power due to the blockage of the carburetor air inlet by a piece of engine baffling. Contributing to the accident was a worn engine baffle, and the pilot/owner's failure to have the engine baffle replaced.",25-09-2020
20090520X95252,Accident,ANC09LA047,2009-05-16,"Kaktovic, AK",United States,070714N,1433934W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N295SC,HELIO,H-295,No,1.0,Reciprocating,135,NSCH,Personal,Alaska Flyers,0.0,0.0,0.0,3.0,VMC,Landing,"The pilots failure to maintain control of the airplane after an in-flight encounter with a downdraft while landing in mountainous terrain, and her decision to fly at an altitude where such an encounter made a successful recovery unlikely.",25-09-2020
20090724X12005,Accident,ERA09LA418,2009-05-16,"Cuba, Cuba",Cuba,002370N,0081140W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N657DL,BOEING,757,No,2.0,Turbo Fan,121,SCHD,Personal,"Delta Air Lines, Inc.",0.0,4.0,1.0,184.0,IMC,Landing,An unanticipated inflight encounter with turbulence.,25-09-2020
20090518X11549,Accident,WPR09FA246,2009-05-17,"Burlington, WA",United States,482825N,1222515W,BVS,Skagit Regional Airport,Non-Fatal,Substantial,Airplane,N70323,CESSNA,172,No,1.0,Reciprocating,135,NSCH,Personal,Westwind Aviation Inc.,0.0,1.0,0.0,3.0,VMC,Landing,The failure of the pilot of another airplane to maintain adequate visual lookout during the approach.,25-09-2020
20090527X25328,Accident,DCA09CA051,2009-05-20,"San Juan, PR",United States,018289N,0006662W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N129DL,BOEING,767 332,No,2.0,Turbo Fan,121,SCHD,Personal,Delta Air Lines,0.0,4.0,1.0,263.0,VMC,Landing,Inadvertent encounter with convective turbulence while in cruise.,25-09-2020
20090522X80352,Accident,WPR09LA255,2009-05-21,"Los Angeles, CA",United States,335633N,1182425W,LAX,Los Angeles Int'l Airport,Non-Fatal,Substantial,Airplane,N843AE,EMBRAER,EMB-135,No,2.0,Turbo Fan,121,SCHD,Personal,American Eagle Airlines Inc,0.0,0.0,0.0,47.0,VMC,Landing,The flight crew's failure to adequately monitor and maintain clearance from a parked aircraft while taxiing. Contributing to the accident was an improperly parked airplane that encroached upon the taxiway area.,25-09-2020
20090525X51624,Accident,ERA09FA304,2009-05-25,"Yeehaw Junction, FL",United States,274543N,0805911W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N8001V,BEECH,C90A,No,2.0,Turbo Prop,135,NSCH,Personal,EXECUTIVE AIRLINK INC,0.0,0.0,0.0,4.0,VMC,Landing,"The failure of the flightcrew to recognize that both engines were being supplied fuel only from the right wing fuel tanks resulting in loss of power in both engine due to fuel starvation. Contributing to the accident were the inoperative the left auxiliary fuel pump, the inoperative right no fuel transfer time delay relay, and inadequate manufacturing of the electrical wires associated with the left and right no fuel transfer time delay relays.",25-09-2020
20090601X72555,Accident,DCA09RA052,2009-06-01,"Atlantic, France",France,025848N,0303524W,Unknown,John F. Kennedy International,Fatal,Destroyed,Airplane,F-GZCP,AIRBUS,A330,No,2.0,Turbo Fan,NUSC,SCHD,Personal,Air France,228.0,0.0,0.0,0.0,VMC,Landing,.,03-11-2020
20090608X70545,Accident,CEN09CA343,2009-06-06,"Englewood, CO",United States,393413N,1045058W,APA,Centennial,Non-Fatal,Substantial,Airplane,N37127,CESSNA,404,No,2.0,Reciprocating,135,NSCH,Personal,KEY LIME AIR CORPORATION,0.0,0.0,0.0,1.0,VMC,Landing,The failure of the landing gear to extend due to the failure of a hydraulic line.,25-09-2020
20090608X75821,Accident,ANC09CA051,2009-06-06,"Talkeetna, AK",United States,062297N,1493532W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N7796Y,PIPER,PA-18-150,No,1.0,Reciprocating,135,NSCH,Personal,WIEDERKEHR WILLIAM D,0.0,0.0,0.0,2.0,VMC,Landing,"The pilot's failure to maintain adequate airspeed on final approach, which resulted in an aerodynamic stall and hard landing.",25-09-2020
20090610X30532,Accident,ERA09WA335,2009-06-09,"Minga Guazu, Panama",Panama,252821S,0545123W,SGES,Guarani International Airport,Fatal,Substantial,Airplane,N601RP,PIPER,AEROSTAR 6,No,2.0,Reciprocating,UNK,NSCH,Personal,N601RP INC,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,03-11-2020
20090627X83323,Accident,DCA09WA059,2009-06-09,"Khartoum, South Sudan",South Sudan,153522N,0323311E,HSSS,Khartoum International Airport,Non-Fatal,Substantial,Airplane,HZ-ANB,MCDONNELL DOUGLAS,MD11,No,3.0,Turbo Fan,NUSC,NSCH,Personal,SAUDI ARABIAN AIRLINES CORP,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,03-11-2020
20090610X65600,Incident,ENG09IA007,2009-06-10,"Denver, CO",United States,394459N,0010503W,KDEN,Denver International Airport,Non-Fatal,Minor,Airplane,N570UA,BOEING,757-222,No,2.0,Turbo Jet,121,SCHD,Personal,UNITED AIR LINES INC,0.0,0.0,0.0,192.0,VMC,Landing,"There was a malfunction of the electronic engine control (EEC) burner pressure (Pb) sensor that had an abnormally high indication that resulted in an excessive amount of fuel being pumped into the engine that was still at a sub-idle condition.  Because the engine was still accelerating to idle, the limited airflow through the engine engine was insufficient for the amount of fuel and resulted in a tailpipe fire.  The cause of the EEC's Pb sensor fault could not be determined.",25-09-2020
20090611X13753,Incident,ERA09IA338,2009-06-11,"Atlanta, GA",United States,333812N,0842541W,ATL,Hartsfield Jackson ATL Inter.,Non-Fatal,Minor,Airplane,N857AS,BOMBARDIER INC,CL-600-2B1,No,2.0,Turbo Fan,121,SCHD,Personal,Atlantic Southeast Airlines,0.0,0.0,0.0,22.0,VMC,Landing,The failure of the left main landing gear to extend due to high levels of particulate contamination in the hydraulic fluid.,25-09-2020
20090612X14538,Accident,ERA09LA339,2009-06-12,"Bridgeport, CT",United States,041948N,0073734W,BDR,Igor Sikorsky Memorial Airport,Non-Fatal,Substantial,Airplane,N877AF,PILATUS AIRCRAFT LTD,PC-12/47,No,1.0,Turbo Prop,091K,NSCH,Executive/corporate,Alpha Flying Inc.,0.0,0.0,0.0,7.0,IMC,Landing,"The flight crew's misjudgment of speed and distance, which resulted in an overrun of the wet runway.",25-09-2020
20090826X84257,Incident,ENG09IA011,2009-06-14,"Diyarbakir, OF",Turkey,375333N,0401159E,LTCC,Diyarbakir Airport,Non-Fatal,Substantial,Airplane,TC-TLA,BOEING,737,No,2.0,Turbo Fan,NUSC,SCHD,Personal,Tailwinds Airlines,0.0,2.0,0.0,0.0,VMC,Landing,"An uncommanded elevator surface deflection as a result of a left elevator PCU input arm assembly jam due to FOD lodged between the input arm assembly and the PCU housing. The FOD was a roller element from an elevator upper torque tube output crank bearing, but how or when the roller element liberated from its bearing assembly could not be determined.

Contributing to the survivability of this incident was the flight crews immediate actions in response to the elevator control system jam.",30-04-2021
20090616X44104,Accident,ERA09LA352,2009-06-15,"Islesboro, ME",United States,044185N,0685423W,57B,Islesboro Airport,Non-Fatal,Substantial,Airplane,N33243,CESSNA,U206F,No,1.0,Reciprocating,135,NSCH,Personal,WATERS AERO MARINE INC,0.0,1.0,0.0,0.0,VMC,Landing,A loss of engine power due to fuel contamination.,25-09-2020
20090625X71751,Accident,CEN09LA388,2009-06-15,"Rapid City, SD",United States,044243N,0103327W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N4490M,Beech,B100,No,2.0,Turbo Prop,135,NSCH,Personal,Air Methods Corporation,0.0,4.0,1.0,0.0,VMC,Landing,The flight crewmembers failure to secure the patient using the available over-the-shoulder restraints and the encounter with clear-air turbulence during cruise descent.,25-09-2020
20090629X84637,Incident,DCA09WA062,2009-06-19,"North Bay, Canada",Canada,462149N,0792522W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,SP-LPA,BOEING,767,No,2.0,Turbo Fan,NUSC,SCHD,Personal,LOT Polish Airline,0.0,0.0,0.0,216.0,VMC,Landing,Probable Cause,03-11-2020
20090623X12518,Accident,CEN09TA374,2009-06-22,"Alpine, TX",United States,302133N,1033933W,E38,Alpine - Casparis Muni,Non-Fatal,Substantial,Airplane,N2320P,PIPER,PA-18-150,No,1.0,Reciprocating,PUBU,NSCH,Public Aircraft,Dept. of Homeland Security,0.0,2.0,0.0,0.0,VMC,Landing,The pilot's failure to maintain control of the aircraft.,25-09-2020
20090806X31035,Incident,OPS09IA009,2009-06-26,"Cleveland, OH",United States,412924N,0814010W,CLE,Cleveland/Hopkins Int'l Airpor,Non-Fatal,Substantial,Airplane,N375PH,BOMBARDIER INC,DHC-8-202,No,2.0,Turbo Prop,121,SCHD,Personal,CONTINENTAL AIRLINES INC,0.0,0.0,0.0,66.0,VMC,Landing,"The local controller did not visually scan the runways and ensure that the E145 had crossed runway 24L prior to issuing a takeoff clearance to the DH8, did not ensure separation between the two airplanes, and did not cancel takeoff clearance for the DH8 in a timely manner.",25-09-2020
20090628X32005,Accident,DCA09WA063,2009-06-29,"Moroni, China",China,113211S,0431617E,FMCH,Prince Said Ibrahim Intl.,Fatal,Destroyed,Airplane,7O-ADJ,AIRBUS,A310,No,2.0,Turbo Fan,NUSC,SCHD,Personal,Yemenia,152.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,03-11-2020
20110111X90812,Incident,CEN09IA618,2009-07-01,"Peoria, IL",United States,403951N,0894135W,PIA,General Downing - Peoria IAP,Non-Fatal,Substantial,Helicopter,N880SF,BELL,230,No,2.0,Turbo Shaft,135,NSCH,Personal,OSF AVIATION LLC,0.0,0.0,0.0,4.0,VMC,Landing,The loss of the number one hydraulic system fluid and hydraulic pressure during cruise due to the failure of the bolts that secure the hydraulic pump's cover.,25-09-2020
20090716X00506,Accident,ERA09WA406,2009-07-03,"Imperatrize, Maranhao, Brazil",Brazil,053153S,0472736W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,PT-RFU,PIPER,PA-34-200T,No,2.0,Turbo Fan,UNK,NSCH,Personal,Heringer Taxi Aereo LTDA,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,03-11-2020
20090715X22949,Accident,ANC09LA064,2009-07-07,"Skwentna, AK",United States,061590N,0152459W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N777YA,DOUGLAS,DC-3C,No,2.0,Reciprocating,135,NSCH,Personal,BUSH AIR CARGO INC,0.0,0.0,0.0,3.0,VMC,Landing,"A fracture of the airplane's tailwheel shock absorber linkage during taxi, resulting in the collapse of the tailwheel.",25-09-2020
20090712X94532,Accident,ERA09LA396,2009-07-10,"Fort Myers, FL",United States,263210N,0814519W,RSW,Southwest Florida Internationa,Non-Fatal,Substantial,Airplane,N606JB,AIRBUS,A320-232,No,2.0,Turbo Fan,121,SCHD,Personal,JETBLUE AIRWAYS CORP,0.0,2.0,2.0,149.0,VMC,Landing,An inadvertent in-flight encounter with turbulence during approach. Contributing to the accident was the passengers' failure to follow the instructions of the illuminated seatbelt sign.,25-09-2020
20090715X44125,Accident,ANC09LA065,2009-07-11,"Akiachak, AK",United States,605421N,1612535W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N225BL,NOORDUYN,UC-64A,No,1.0,Reciprocating,135,NSCH,Personal,RENFRO MICHAEL W,0.0,0.0,0.0,2.0,VMC,Landing,"The loss of engine power due to the failure of a crankshaft component, resulting in an off-airport landing.",25-09-2020
20090724X34459,Accident,CEN09LA461,2009-07-11,"Indianapolis, IN",United States,395443N,0008643W,IND,Indianapolis International,Non-Fatal,Substantial,Airplane,N120HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-20,No,2.0,Turbo Fan,121,SCHD,Personal,REPUBLIC AIRLINE INC,0.0,0.0,1.0,83.0,IMC,Landing,"The passenger's failure to comply with crewmember instructions to remain seated while the airplane was in turbulent weather conditions, resulting in an injury to the passenger.",25-09-2020
20090714X83900,Accident,DCA09FA065,2009-07-13,"Charleston, WV",United States,382223N,0813535W,CRW,"Yeager Airport, Charleston, WV",Non-Fatal,Substantial,Airplane,N387SW,BOEING,737,No,2.0,Turbo Fan,121,SCHD,Personal,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,131.0,VMC,Landing,Fuselage skin failure due to preexisting fatigue at a chemically milled step.,25-09-2020
20090715X50046,Accident,ANC09CA066,2009-07-13,"Yakutat, AK",United States,593012N,1393937W,PAYA,Yakutat,Non-Fatal,Substantial,Airplane,N93CA,BEECH,G18S,No,2.0,Reciprocating,135,NSCH,Personal,MUNICH HANS W,0.0,0.0,0.0,1.0,VMC,Landing,"The pilot's failure to maintain directional control during landing, which resulted in a runway excursion, and main landing gear collapse.",25-09-2020
20090730X12915,Incident,ENG09IA009,2009-07-15,"Charlotte (CLT), NC",United States,351349N,0805436W,CLT,Douglas International,Non-Fatal,Minor,Airplane,N506AU,BOEING,737-3B7,No,2.0,Turbo Fan,121,SCHD,Personal,US AIRWAYS INC,0.0,0.0,0.0,0.0,VMC,Landing,The failure of the left hand main landing gear was caused by heat induced cracks resulting from abusive grinding/polishing of the chrome plate that was applied during the last overhaul.,25-09-2020
20090723X00731,Accident,ANC09LA072,2009-07-22,"Iliamna, AK",United States,059565N,1562516W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N68088,DEHAVILLAND,BEAVER DHC-2,No,1.0,Reciprocating,135,NSCH,Personal,ILIAMNA AIR TAXI INC,0.0,0.0,0.0,5.0,VMC,Landing,The pilot's selection of an unsuitable landing/takeoff area with an unfavorable wind.,25-09-2020
20090728X71721,Accident,DCA09FA068,2009-07-27,"Norfolk, VA",United States,365340N,0076124W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N135HQ,EMBRAER,EMB170,No,2.0,Turbo Fan,121,SCHD,Personal,"Republic Airlines Inc.,",0.0,1.0,1.0,85.0,VMC,Landing,an inadvertent encounter with convective turbulence that resulted in serious injuries to a flight attendant.,25-09-2020
20090925X65328,Incident,CEN09IA606,2009-07-31,"Traverse City, MI",United States,444430N,0853457W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N452XJ,SAAB,340B,No,2.0,Turbo Prop,121,SCHD,Personal,"Mesaba Aviation, Inc.",0.0,0.0,0.0,33.0,VMC,Landing,The flight attendant's incapacitation due to an anxiety attack.,25-09-2020
20090806X94850,Accident,DCA09WA070,2009-08-01,"Nairobi, Kenya",Kenya,011918S,0364853E,Unknown,John F. Kennedy International,Fatal,Destroyed,Airplane,5Y-LMB,CESSNA,U206,No,1.0,Turbo Fan,NUSC,NSCH,Personal,African Inland Mission,1.0,2.0,1.0,0.0,VMC,Landing,Probable Cause,03-11-2020
20090810X21314,Incident,DCA09IA071,2009-08-03,"Bavaro, Las Americas",Dominican Republic,194413N,0683315W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N76156,BOEING,767-224,No,2.0,Turbo Jet,121,SCHD,Personal,CONTINENTAL AIRLINES INC,0.0,33.0,0.0,146.0,VMC,Landing,"The flight crew's inadvertent flight through the top of a convective updraft that resulted in an encounter with convective induced turbulence. Contributing to the severity of the incident was the unrestrained status of several passengers, contrary to the lighted seat belt sign.",25-09-2020
20090805X42956,Accident,DCA09CA069,2009-08-04,"Louisville, KY",United States,381033N,0854413W,Unknown,John F. Kennedy International,Non-Fatal,Minor,Airplane,N8543F,BOMBARDIER INC,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,Personal,PINNACLE AIRLINES INC,0.0,1.0,1.0,25.0,IMC,Landing,an inadvertent encounter with convective turbulence.,25-09-2020
20090807X03345,Accident,CEN09LA503,2009-08-04,"Waterloo, IA",United States,423325N,0092241W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N60747,AIR TRACTOR,AT401,No,1.0,Turbo Prop,137,NSCH,Aerial Application,"Dakota Executive Flight, Inc",0.0,0.0,0.0,1.0,VMC,Landing,A loss of engine power for undetermined reasons.,25-09-2020
20090806X21108,Accident,ERA09LA444,2009-08-06,"Fayetteville, NC",United States,345917N,0785229W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N328EN,BOEING OF CANADA/DEHAV DIV,DHC-8-311,No,2.0,Turbo Prop,121,SCHD,Personal,PIEDMONT AIRLINES INC,0.0,0.0,1.0,32.0,VMC,Landing,An in-flight encounter with convective clouds resulting in moderate turbulence and serious injury to a flight attendant.,25-09-2020
20090808X42846,Accident,ERA09MA447,2009-08-08,"Hoboken, NJ",United States,404436N,0074118W,Unknown,John F. Kennedy International,Fatal,Substantial,Helicopter,N401LH,EUROCOPTER,AS 350 BA,No,1.0,Turbo Shaft,135,NSCH,Personal,LIBERTY HELICOPTERS,9.0,0.0,0.0,0.0,VMC,Landing,"(1) the inherent limitations of the see-and-avoid concept, which made it difficult for the airplane pilot to see the helicopter until the final seconds before the collision, and (2) the Teterboro Airport local controllers nonpertinent telephone conversation, which distracted him from his air traffic control (ATC) duties, including correcting the airplane pilots read back of the Newark Liberty International Airport (EWR) tower frequency and the timely transfer of communications for the accident airplane to the EWR tower. Contributing to this accident were (1) both pilots ineffective use of available information from their aircrafts electronic traffic advisory system to maintain awareness of nearby aircraft, (2) inadequate Federal Aviation Administration (FAA) procedures for transfer of communications among ATC facilities near the Hudson River Class B exclusion area; and (3) FAA regulations that did not provide adequate vertical separation for aircraft operating in the Hudson River Class B exclusion area.",30-04-2021
20090817X40557,Accident,ANC09LA083,2009-08-16,"McCarthy, AK",United States,555510N,1592926W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N8209U,CESSNA,185,No,1.0,Reciprocating,135,NSCH,Personal,WRANGELL MOUNTAIN AIR INC,0.0,0.0,0.0,4.0,VMC,Landing,"The separation of the right main landing gear wheel from the airplane during landing for undetermined reasons, which resulted in an inability to control the airplane.",25-09-2020
20090824X41520,Accident,ERA09WA478,2009-08-22,"Ras Tanajib, Saudi Arabia",Saudi Arabia,002850N,0048440E,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Helicopter,N906AH,AGUSTA SPA,A109E,No,2.0,Turbo Shaft,NUSC,NSCH,Personal,ARAMCO ASSOCIATED CO,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,25-09-2020
20090825X64630,Accident,CEN09LA541,2009-08-23,"Kremmling, CO",United States,040313N,0106228W,20V,McElroy Airfield,Non-Fatal,Substantial,Airplane,N802QS,CESSNA,CE-560,No,2.0,Turbo Fan,135,NSCH,Personal,NetJets,0.0,0.0,0.0,8.0,VMC,Landing,The linemans inadvertent encounter with jet blast.,25-09-2020
20090827X70720,Accident,ERA09WA486,2009-08-26,"La Tortuga, Venezuela",Venezuela,062910N,0625349W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,YV1182,CESSNA,208,No,1.0,Turbo Fan,NUSC,SCHD,Personal,Linea Turistica Aerotuy (LTA),0.0,2.0,0.0,11.0,VMC,Landing,Probable Cause,03-11-2020
20090828X61756,Accident,ERA09LA488,2009-08-27,"Inverness, FL",United States,002900N,0082540W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N994AT,BOEING,717-200,No,2.0,Turbo Jet,121,SCHD,Personal,Airtran Airways,0.0,0.0,1.0,85.0,IMC,Landing,"The flight crew's encounter with convective turbulence. Contributing to the accident was the failure of the operator's dispatch department to provide the flightcrew with current adverse weather information along the planned route of flight. Also contributing was the failure of the flightcrew to provide relevant forecast information to the cabin crew, and their failure to detect and avoid the existing convective conditions.",25-09-2020
20090828X73416,Accident,WPR09LA422,2009-08-27,"Show Low, AZ",United States,341346N,0110414W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N4600Q,CESSNA,210K,No,1.0,Reciprocating,135,NSCH,Personal,SEDONA SKY TREKS INC,0.0,0.0,0.0,2.0,VMC,Landing,"A total loss of engine power due to the displaced oil filter adapter gasket, which resulted in an oil leak and oil exhaustion. Contributing to the accident was the unsuitable terrain for a forced landing.",25-09-2020
20090914X80010,Accident,ANC09LA098,2009-09-07,"Central, AK",United States,653426N,1444651W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Helicopter,N4186Y,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,135,NSCH,Personal,ALPINE AIR ALASKA INC,0.0,0.0,0.0,3.0,VMC,Landing,The pilots failure to maintain control of the helicopter after an in-flight encounter with a downdraft while landing. Contributing to the accident was the pilots inadequate evaluation of wind conditions.,25-09-2020
20090909X82446,Incident,ENG09IA014,2009-09-08,"Los Angeles, CA",United States,335633N,1182426W,KLAX,Los Angeles International,Non-Fatal,Minor,Airplane,N670SW,BOEING,737,No,2.0,Turbo Fan,121,SCHD,Personal,"Southwest Airlines, Co.",0.0,0.0,0.0,142.0,VMC,Landing,The failure of the right main landing gear inboard axle due to fatigue cracking as a result of fretting damage in one of the brake mounting bolt holes.,25-09-2020
